"run","num_revs","length","diversity_mean","diversity_sd","mean_unique_length","mean_within_rev_uni_ent","sd_within_rev_uni_ent","mean_within_rev_info","sd_within_rev_info","mean_across_rev_uni_ent","sd_across_rev_uni_ent","mean_across_rev_info","sd_across_rev_info","within_reviewer_sd_ent_chancap","within_reviewer_sd_info_chancap","across_reviewer_sd_ent_chancap","across_reviewer_sd_info_chancap","interconnectivity","transitivities","degrees","scale_test","betweens","centralization","nodes","edges","path_length","run","gini","alpha","xmin","loglik","KS.stat","KS.p"
15,3542,3248.766667,0.638901155,0.146918514,838.9666667,5.780406132,0.890740798,6.422726753,1.349001698,13.5093984,0.976526688,22.35467534,0.434957713,0.664796253,0.151376286,3.129348898,3.771811649,3.785046729,0.329535793,7.570093458,0.025,97.35514019,0.296508552,107,405,2.810376452,15,0.844683556995625,2.58994139416732,0.0280373831775701,35.2457928962553,0.214285714285714,0.496308527686
16,9199,9063.976471,0.512080976,0.211636816,2077.105882,6.375542573,1.124972473,7.482050992,1.859999543,14.34742319,1.304800171,22.53784624,0.318721361,0.877657536,0.197755254,3.187381326,3.665775798,4.410526316,0.413704497,8.821052632,0.026315789,74.69473684,0.299776036,95,419,2.56199446,16,0.761448898907776,2.4106383133988,0.0210526315789474,44.0438024859475,0.235294117647059,0.271860491048493
17,498,792,0.690692116,0.103274077,409.1153846,5.440942154,0.789262686,5.9097413,1.009872092,13.35371298,0.676506647,22.35391698,0.464838525,0.578899739,0.146432539,3.178940525,3.802372168,1.373333333,0.121478873,2.746666667,0.058823529,111.7066667,0.179099099,75,103,3.965511111,17,0.663025435073626,1.71350681541969,0.0266666666666667,7.36994884347257,0.238085126791988,0.822374700968732
18,1074,1344.876923,0.693852888,0.135070627,518.1846154,5.374825189,0.945894151,5.873494739,1.295522369,13.23229863,0.868691139,22.2206793,0.52252058,0.582400047,0.139890619,3.098425208,3.821649774,1.444444444,0.098150782,2.888888889,0.05,100.7160494,0.201388889,81,117,3.474470355,18,0.783686231234338,2.01085682010354,0.0740740740740741,4.08832066324863,0.210426875438354,0.979747963778394
19,6796,6445.784091,0.568145048,0.195534878,1503.806818,6.079622889,1.093531491,6.973070875,1.761255595,14.01324866,1.228598802,22.47851714,0.437951133,0.782518837,0.179501253,3.178215215,3.68172915,2.631067961,0.249425287,5.262135922,0.03125,112.9902913,0.252332001,103,271,3.1842775,19,0.825631296536512,2.13543983651619,0.0194174757281553,34.5814602050819,0.188030796287761,0.623593823524889
20,8437,7244.206186,0.479557291,0.195133901,2057.628866,6.601422718,0.997718241,7.779841461,1.636027224,14.48047281,1.137554504,22.50034042,0.351800342,0.924852464,0.204066976,3.177266453,3.655115558,6.794392523,0.442566047,13.58878505,0.020408163,75.36448598,0.324634103,107,727,2.399336187,20,0.632857717286672,3.3090388464601,0.0373831775700935,28.205652541164,0.2,0.771092223465629
21,1823,1763.621951,0.654613098,0.147488222,674.3780488,5.596621836,1.048229286,6.180593984,1.43832667,13.41810821,0.903321204,22.35899913,0.40219914,0.641577093,0.167432134,3.117126726,3.748845446,1.648148148,0.159969088,3.296296296,0.05,129.3518519,0.146763586,108,178,3.386145405,21,0.770824444850776,1.63422570991248,0.0185185185185185,8.95299053569638,0.171071855415607,0.973338334843168
22,2980,3208.075949,0.59231736,0.173775272,1071.075949,5.988105464,1.055522578,6.765764035,1.555905106,13.73685895,1.035552681,22.38707403,0.460342377,0.735307442,0.171271652,3.096192979,3.735569529,3.855670103,0.347392638,7.711340206,0.027027027,92.87628866,0.29467354,97,374,2.904665746,22,0.758299315021102,3.35525871842874,0.0515463917525773,22.8582001927016,0.15721415899013,0.9657358088653
23,3385,2788.86,0.621133633,0.161112501,901.14,5.8509916,1.018539699,6.537781655,1.483369922,13.66863867,0.932822725,22.39039016,0.373565435,0.692849579,0.163822393,3.166841053,3.73859481,6.068965517,0.311788618,12.13793103,0.017857143,76.79310345,0.372713643,116,704,2.315398335,23,0.784380889319005,3.5920891579352,0.0431034482758621,24.3974452942184,0.154394496502337,0.970973208043439
24,5247,4743.195652,0.568410687,0.178004401,1298.391304,6.116098636,0.994699397,6.976681861,1.576568736,13.88295212,1.087689795,22.43215748,0.34951208,0.777648093,0.177930784,3.139649978,3.726151434,3.273584906,0.270117763,6.547169811,0.034482759,98.29245283,0.204312668,106,347,2.845140619,24,0.791199643282235,3.50647788940861,0.0660377358490566,16.8861842946841,0.148409497665539,0.994563324585969
25,5320,5003.577778,0.558397168,0.186023537,1389.5,6.086987617,1.111506083,6.986095671,1.70869822,13.9059837,1.217988164,22.37155064,0.500198985,0.796574813,0.179082887,3.148453065,3.703282105,2.174757282,0.19760479,4.349514563,0.043478261,118.5825243,0.173043975,103,224,3.292864549,25,0.764289364187167,2.0018799625525,0.029126213592233,15.657153197658,0.162919675664381,0.953384364539078
26,8938,8010.268817,0.502352871,0.18602244,1924.634409,6.509205519,0.931593615,7.605228865,1.58887112,14.30778879,1.220273111,22.45738413,0.355588255,0.888990063,0.194204099,3.150633493,3.687327955,4.495049505,0.363136176,8.99009901,0.028571429,78.57425743,0.25009901,101,454,2.5460249,26,0.748859580520593,3.47010211325025,0.0594059405940594,15.1408237665355,0.189155841495809,0.963650711505351
27,6107,6323.938272,0.565895843,0.206657292,1585.222222,6.107955284,1.147681133,7.02193595,1.829148033,14.08544356,1.238913289,22.50951758,0.434888322,0.788711769,0.185340057,3.173671958,3.722466211,2.929292929,0.411827957,5.858585859,0.041666667,110.3131313,0.174912389,99,290,3.218447097,27,0.805917369205399,2.56696888224885,0.0505050505050505,14.0099548562617,0.140448161191146,0.997460330265095
28,1021,1189.901408,0.667863944,0.129187444,544.056338,5.5970274,0.891861222,6.144849042,1.197170373,13.40566129,0.732067395,22.35302245,0.419049771,0.622503614,0.15057789,3.131230474,3.766647808,1.575,0.217948718,3.15,0.052631579,115.05,0.187974684,80,126,3.86375,28,0.692005386875612,1.96408115234412,0.025,16.3689145022538,0.222222222222222,0.706688539753279
29,3266,2963.978495,0.58251189,0.164334083,1069.182796,6.081362592,0.967825901,6.879246258,1.452955405,13.79469396,0.974403229,22.30390096,0.417638262,0.751249948,0.166457165,3.128678205,3.761077059,4.036363636,0.271028037,8.072727273,0.023255814,90.53636364,0.311259383,110,444,2.637024793,29,0.703061849357011,2.59453844333689,0.0363636363636364,23.015514782787,0.208936912932045,0.722911962255435
30,2423,1982.257143,0.613624298,0.137708143,799.952381,5.959205418,0.86341069,6.634576683,1.230459022,13.72663054,0.789016717,22.45554187,0.403099356,0.696668242,0.157205859,3.196992245,3.72744175,4.63559322,0.26738076,9.271186441,0.020833333,85.59322034,0.322468492,118,547,2.442257972,30,0.694408108731997,2.54823012812216,0.0423728813559322,15.1073837424006,0.142568404764853,0.996848583221034
31,2295,3299.245614,0.63772565,0.147018827,801.122807,5.684100873,1.007060455,6.315296687,1.43710961,13.49904238,0.929943567,22.42042092,0.482426271,0.662132471,0.157200348,3.108530927,3.708068402,3.058823529,0.339445438,6.117647059,0.037037037,57.23529412,0.296751536,68,208,2.668685121,31,0.850051262334999,2.8357533004832,0.0735294117647059,9.6512256051283,0.130776289617199,0.999952998538121
32,2049,2023.244186,0.615742481,0.139130966,787.9534884,5.900928215,0.879228392,6.583342119,1.261192931,13.64092822,0.822857141,22.38415286,0.448332997,0.699883559,0.161863746,3.148347006,3.736608291,4.058823529,0.383484163,8.117647059,0.025,101.127451,0.305765871,102,414,2.973087274,32,0.731782122316959,2.79039598206436,0.0490196078431373,17.7008534792264,0.182350552519978,0.925747026149585
33,1586,1497.045977,0.629255844,0.12610067,694.954023,5.86201193,0.939325164,6.491861413,1.242883852,13.56698151,0.744084569,22.35409013,0.403373663,0.671920892,0.15310575,3.179445863,3.770417376,4.833333333,0.311244488,9.666666667,0.025641026,77.12745098,0.280528053,102,493,2.502499039,33,0.639282446900577,4.02478245790098,0.0686274509803922,13.3853329936807,0.2,0.970040902662936
34,3489,2846.941176,0.588103576,0.165183884,1031.823529,6.013194549,1.040594859,6.790203396,1.505173599,13.76993214,0.974082298,22.38027113,0.404066803,0.743840513,0.172360469,3.104765937,3.73203759,3.844827586,0.286519568,7.689655172,0.023809524,100.8793103,0.289655172,116,446,2.730677765,34,0.711880194898251,2.15006508077955,0.0172413793103448,43.72454003412,0.166666666666667,0.666815659104529
35,2788,2494.680851,0.60773498,0.155767898,906.2978723,5.942841997,0.97103523,6.655794692,1.414169909,13.60296933,1.006055516,22.31100264,0.567886713,0.711268194,0.164925881,3.088201583,3.740208554,4.045454545,0.325490196,8.090909091,0.025641026,94.64545455,0.274395329,110,445,2.711735537,35,0.729229163949395,3.62243541053753,0.0909090909090909,9.02775504248106,0.174573614653342,0.998043496286564
36,1385,1351.918605,0.630119153,0.121031215,655.7209302,5.867750935,0.838145757,6.488695207,1.131050776,13.55551866,0.699075664,22.31575014,0.398273491,0.671740786,0.151364689,3.165750486,3.767172982,5.560747664,0.313572543,11.12149533,0.018518519,68.05607477,0.395080233,107,595,2.262730369,36,0.622855022099261,2.9087308639555,0.0280373831775701,43.1479482803742,0.1875,0.588490274048677
37,1577,1515.345238,0.639646277,0.14324927,658.3452381,5.698584901,0.972688899,6.316852326,1.326009623,13.41685889,0.873294938,22.26440899,0.527164991,0.662668578,0.154877422,3.073144105,3.784475111,3.57,0.341715023,7.14,0.038461538,93.17,0.18040404,100,357,2.8534,37,0.696277742549144,2.66476465359473,0.08,7.01945601179229,0.187932487756752,0.994484691736799
38,8238,7829.738636,0.526813803,0.211423115,1850.170455,6.261270627,1.181150168,7.305688664,1.886581627,14.18907302,1.315526228,22.4210875,0.400980754,0.853510537,0.196016839,3.158548068,3.694069669,3.245098039,0.423329356,6.490196078,0.038461538,106.127451,0.183265385,102,331,3.07112649,38,0.776311592857585,2.13855352768791,0.0196078431372549,36.7002482453413,0.200177676217062,0.503496124510425
39,2498,2322.566667,0.644869539,0.146817714,736.5666667,5.727249797,0.973820396,6.344477028,1.375312033,13.5257521,0.872548068,22.31242567,0.446850997,0.652258222,0.153062737,3.149505886,3.75885577,3.364485981,0.294819079,6.728971963,0.024390244,101.3831776,0.313877623,107,360,2.88566687,39,0.79361433071691,2.02405812694182,0.0186915887850467,30.2220101743912,0.144812080128002,0.911502428594278
40,744,728,0.693247772,0.109349273,390.4418605,5.330358963,0.897844122,5.797503464,1.12384756,13.19934321,0.739921376,22.28526543,0.640277194,0.579851337,0.147279285,3.128562276,3.806799534,3.644230769,0.309932786,7.288461538,0.034482759,92.125,0.201082898,104,379,2.762019231,40,0.630117866004962,5.61807900837974,0.0769230769230769,18.3130763289848,0.166666666666667,0.990018308962298
41,1556,2343.944444,0.601038437,0.152202488,900.4259259,5.946482896,0.990588699,6.67453606,1.414977031,13.73668893,0.845979775,22.34675659,0.343453143,0.71891755,0.163014868,3.175687065,3.755300049,2.162162162,0.244464128,4.324324324,0.05,80.97297297,0.201036653,74,160,3.174945215,41,0.746578197735009,2.65951581600781,0.0675675675675676,10.9650506150679,0.214141997563751,0.905223485507664
42,1556,3294.153846,0.611459448,0.161623349,955.5384615,5.866589217,1.013016048,6.579144902,1.504003358,13.72879128,0.899615787,22.46057257,0.282231921,0.702144746,0.158476907,3.191443141,3.718816401,3.411764706,0.468376068,6.823529412,0.032258065,33.70588235,0.463529412,51,174,2.302191465,42,0.820202631181007,5.02061565900575,0.117647058823529,7.78488782228706,0.229033475638378,0.984701132769101
43,1118,990.1030928,0.658094689,0.120640197,525.9793814,5.663056192,0.940932718,6.213463742,1.195022328,13.37447887,0.680152673,22.25039175,0.68500673,0.632319672,0.155117249,3.139579075,3.812996963,4.456140351,0.331603161,8.912280702,0.020408163,87.78947368,0.34590902,114,508,2.531394275,43,0.55835922543389,3.3627881298321,0.0614035087719298,14.5813213590439,0.185359514236777,0.969746404577109
44,1621,1812.226667,0.620722841,0.13329292,743.2666667,5.845260249,0.94023376,6.505180789,1.294136054,13.55302258,0.79228206,22.33322385,0.384694815,0.686302537,0.158140229,3.142602805,3.766403165,5,0.302755757,10,0.025,63.35483871,0.315217391,93,465,2.351716961,44,0.705299397026925,2.75898922046813,0.032258064516129,33.0493089429797,0.189362905854411,0.696990457540131
45,3230,3321.333333,0.635373389,0.148455685,850.962963,5.777932718,0.918330083,6.428808795,1.371664431,13.63671771,0.916229786,22.51129883,0.454578543,0.676038903,0.158085508,3.213187594,3.7421864,4,0.291961971,8,0.027027027,84.16831683,0.28,101,404,2.656798353,45,0.852797106336021,2.14595191833326,0.0198019801980198,38.9233261892489,0.21211206035462,0.392847724857775
46,1061,1624.45283,0.652138618,0.145326315,624.0377358,5.51491593,1.047871738,6.087730528,1.405837557,13.43508597,0.886421896,22.30471926,0.529176593,0.63299805,0.152595218,3.197195371,3.772839304,1.588235294,0.17976032,3.176470588,0.043478261,73.35294118,0.2809482,68,108,3.142733564,46,0.768683816599212,2.01899230211721,0.0441176470588235,8.6483976170952,0.18574656025036,0.969157790153868
47,2615,5895.702703,0.574370766,0.195548847,1432.324324,5.993882974,1.089634797,6.864207762,1.776299417,13.84715102,1.275367344,22.35542095,0.396255501,0.769260693,0.182745202,3.129598841,3.729240111,1.729166667,0.225663717,3.458333333,0.071428571,50.35416667,0.203014184,48,83,3.077256944,47,0.832799553855959,2.62100742462854,0.104166666666667,5.80516265995217,0.254509224688643,0.902368273964677
48,1693,1666.678571,0.630999832,0.14025747,722.5595238,5.81522975,0.985221787,6.452744613,1.33563681,13.55166855,0.772085123,22.43624995,0.3142408,0.672364487,0.153473179,3.086914045,3.74028555,4.297029703,0.375796178,8.594059406,0.025,91.00990099,0.304059406,101,434,2.792275267,48,0.68454264209646,1.89670426764994,0.0099009900990099,59.4121026965504,0.226619146050875,0.153337169185142
49,1616,1389.257732,0.634625344,0.129435856,656.0927835,5.843981493,0.842932555,6.465434875,1.158423531,13.507766,0.699174623,22.3098836,0.359968711,0.668260958,0.153029676,3.145273661,3.772582473,3.837837838,0.26579836,7.675675676,0.022727273,96.33333333,0.321130221,111,426,2.726726727,49,0.618979127642493,2.49171370430743,0.0540540540540541,9.62860696518947,0.136548762024756,0.999878247188667
50,1393,2069.25,0.652146574,0.148988628,695.5892857,5.581404672,1.005162984,6.171882245,1.421638457,13.43899254,0.976182794,22.32965505,0.612220056,0.638767212,0.154952593,3.119741709,3.758826989,1.671641791,0.222565688,3.343283582,0.0625,79.68656716,0.176616915,67,112,3.363778124,50,0.808305921933763,2.52406770886454,0.104477611940299,5.42101717101064,0.232999312112462,0.948902767827725
51,464,989.7105263,0.67298008,0.130861462,484.0789474,5.420137826,1.060197229,5.953748344,1.352468979,13.2171173,0.699889788,22.26526181,0.3703748,0.61239337,0.149820481,3.066937762,3.782186597,1.25,0.120643432,2.5,0.047619048,46.33333333,0.372340426,48,60,2.909722222,51,0.665319683908046,2.05965990595453,0.0208333333333333,19.6183792680007,0.333333333333333,0.216460224947426
52,5298,5135.909091,0.566192757,0.186560737,1364.511364,6.078178229,1.12703471,6.950015953,1.711275333,13.94417412,1.162491537,22.40667296,0.533554944,0.784590737,0.183741936,3.185463095,3.731996978,2.865979381,0.293037755,5.731958763,0.033333333,101.2164948,0.24237543,97,278,3.07662876,52,0.785291473537962,2.34604397658301,0.0309278350515464,23.9315335914771,0.181818181818182,0.822488551120588
53,1488,1280.55914,0.667775792,0.135744283,561.0430108,5.546931314,0.949028029,6.090720832,1.281121715,13.25554745,0.822192814,22.20636737,0.444349165,0.618893153,0.155519696,3.048461097,3.781509246,3.441441441,0.224721299,6.882882883,0.02173913,90.46846847,0.346519247,111,382,2.621053486,53,0.722488617649907,2.60134993141736,0.036036036036036,25.3548069930938,0.141000041460288,0.970861768870098
54,1080,1108.857143,0.652906057,0.113554574,559.2727273,5.765175957,0.785744669,6.33139775,1.048892473,13.40957268,0.639992072,22.36561575,0.38284167,0.639649702,0.149480648,3.087177125,3.769053926,4.663265306,0.314830157,9.326530612,0.026315789,68.13265306,0.285293499,98,457,2.380258226,54,0.613529856387,2.38111729832368,0.0306122448979592,26.6137905438183,0.218531820292565,0.56390344668056
55,1479,1673.486111,0.660117539,0.141490619,630.3888889,5.585827476,0.916277491,6.16067852,1.292173958,13.38919935,0.872337541,22.33942857,0.550706914,0.632948373,0.15508186,3.11994637,3.76109262,2.625,0.420075917,5.25,0.035714286,129.375,0.228947368,96,252,3.684895833,55,0.790687683119224,2.65251332020774,0.0625,11.394316685291,0.121747342136666,0.999946643098785
56,4065,4655.178082,0.58958923,0.194462521,1246.630137,5.870592611,1.212209214,6.691826029,1.811113004,13.77104642,1.233387429,22.37886525,0.512953182,0.749963595,0.174812386,3.13987035,3.714856818,2.14893617,0.281730222,4.29787234,0.038461538,102.7765957,0.222603523,94,202,3.176097782,56,0.817720028264112,2.0342033628634,0.0212765957446809,22.8883805562185,0.181818181818182,0.822488551120588
57,1337,1286.837209,0.63015716,0.115260701,629.1976744,5.887587224,0.762736833,6.503060935,1.040693025,13.51240291,0.664638368,22.38515189,0.383561197,0.66754073,0.146103532,3.139121777,3.769182568,4.523809524,0.331511407,9.047619048,0.024390244,77.03809524,0.297619048,105,475,2.457868481,57,0.609566549132742,2.73576379589358,0.0476190476190476,13.4700843030459,0.166666666666667,0.990018308962298
58,5017,5143.530864,0.548781945,0.192392097,1456.493827,6.238547964,1.04712542,7.170394778,1.645055404,14.06112561,1.130852787,22.4380729,0.384588061,0.808361314,0.178355163,3.171194049,3.703095287,5.252631579,0.3875,10.50526316,0.016949153,60.85263158,0.505263158,95,499,2.270581717,58,0.753228496795106,2.63378849262896,0.0210526315789474,54.7911385156153,0.234410425260898,0.198758633472696
59,2744,3102.465753,0.653334215,0.166519349,826.1506849,5.535985075,1.06739924,6.156474724,1.569605523,13.47288054,1.080354436,22.27292997,0.638219887,0.639638417,0.153928252,3.170180328,3.749984364,1.752688172,0.264529058,3.505376344,0.058823529,174.516129,0.135811127,93,163,4.742282345,59,0.854603592589109,1.8197774391656,0.021505376344086,14.7858387269874,0.245911239815262,0.580912923765188
60,1934,1893.247059,0.653734679,0.141343987,676.2588235,5.667109451,0.990077736,6.25571909,1.361214844,13.47913,0.858591956,22.38910809,0.49434866,0.64394091,0.154758267,3.110497664,3.726207975,3.212962963,0.271285034,6.425925926,0.034482759,100.9722222,0.201626861,108,347,2.860596708,60,0.783484622160941,2.26487765140635,0.0277777777777778,28.0254435010104,0.160703621307336,0.862559555397878
61,2497,2719.090909,0.636501965,0.156113137,796.7012987,5.642803337,1.032462134,6.287999879,1.485834052,13.43571589,0.947132814,22.2929627,0.423001072,0.671118337,0.163777017,3.105554395,3.78185853,3.483146067,0.3252149,6.966292135,0.027777778,67.41573034,0.318564862,89,310,2.503724277,61,0.816431403076951,2.37988101178264,0.0337078651685393,23.4415081986053,0.193203654698583,0.76157949627968
62,1498,4518.518519,0.633257335,0.198638991,1108.296296,5.661045636,1.083573513,6.37515463,1.750276141,13.56664653,1.248238538,22.32367453,0.354439939,0.676674394,0.170159064,3.091291974,3.764211282,1.333333333,0.144,2.666666667,0.066666667,29.36111111,0.323809524,36,48,2.603395062,62,0.857476635514019,2.69282909291905,0.166666666666667,3.37534590681881,0.238028163740039,0.977234942231291
63,2495,2427.709302,0.640942368,0.153153614,771,5.729860693,0.981171729,6.35668341,1.404014856,13.57791389,0.869818443,22.40370744,0.483278812,0.660705898,0.159490179,3.16593008,3.765180282,3.303571429,0.303619303,6.607142857,0.026315789,108.8125,0.273809524,112,370,2.934151786,63,0.806108645863153,2.13455497744044,0.0267857142857143,24.113370057793,0.157505646356247,0.903731910093533
64,3246,2975.274725,0.595906929,0.160234643,1007.956044,5.985336763,1.01411285,6.740065855,1.481699869,13.67513573,1.06560854,22.35010848,0.49937671,0.733060981,0.166375304,3.091539278,3.711080858,3.449541284,0.260730301,6.899082569,0.034482759,100.2844037,0.195378865,109,376,2.830906489,64,0.760693471711125,2.43040893398097,0.036697247706422,19.2044087211665,0.141701431192936,0.987995378272547
65,1296,1318.962025,0.630148557,0.117646296,654.4936709,5.861896646,0.850259801,6.482355985,1.133237648,13.55834736,0.792567654,22.35044522,0.439390976,0.67229338,0.151448096,3.160233009,3.772992828,4.632653061,0.305466685,9.265306122,0.028571429,70.67346939,0.254996844,98,454,2.43211162,65,0.614874653565129,3.60584255454163,0.0714285714285714,12.2184292864878,0.156676265942158,0.998496056911757
66,5958,6104.036585,0.557731701,0.178886885,1482.280488,6.187636242,0.980877712,7.089690371,1.606983445,14.04742651,1.130243163,22.53379141,0.419198002,0.79676998,0.184592935,3.190715863,3.677384609,4.010989011,0.276468067,8.021978022,0.03030303,69.79120879,0.266422466,91,365,2.52288371,66,0.807369535466212,2.38148927593277,0.021978021978022,45.1394498288556,0.247173938780455,0.196045968539751
67,1843,1946.884615,0.63689593,0.160716596,759.1538462,5.680446092,1.086806314,6.312696717,1.521470291,13.51046458,0.931084999,22.40074634,0.415722781,0.659987256,0.162661252,3.103470777,3.734606577,1.872340426,0.246511628,3.744680851,0.037037037,115.9255319,0.239304507,94,176,3.455862381,67,0.73793306473026,1.96136784173749,0.0212765957446809,19.5603617810172,0.3,0.275411706435988
68,7666,6487.131313,0.559042184,0.202704525,1556.383838,6.012108434,1.282239855,6.941990423,1.939289425,14.02643219,1.262217566,22.47352126,0.537987564,0.801720248,0.191632084,3.15459306,3.691229131,3.196261682,0.374898346,6.392523364,0.037037037,116.6915888,0.184976195,107,342,3.171805398,68,0.797881652447634,2.39826471461309,0.0373831775700935,20.6251903094726,0.155695211149984,0.952489439196642
