"run","num_revs","length","diversity_mean","diversity_sd","mean_unique_length","mean_within_rev_uni_ent","sd_within_rev_uni_ent","mean_within_rev_info","sd_within_rev_info","mean_across_rev_uni_ent","sd_across_rev_uni_ent","mean_across_rev_info","sd_across_rev_info","within_reviewer_sd_ent_chancap","within_reviewer_sd_info_chancap","across_reviewer_sd_ent_chancap","across_reviewer_sd_info_chancap","interconnectivity","transitivities","degrees","scale_test","betweens","centralization","nodes","edges","path_length","run","gini","alpha","xmin","loglik","KS.stat","KS.p"
20,8437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.794392523,0.442566047,13.58878505,0.020408163,75.36448598,0.324634103,107,727,2.399336187,20,0.632857717286672,3.3090388464601,0.0373831775700935,28.205652541164,0.2,0.771092223465629
21,1823,2140.577465,0.625867462,0.179164883,660,5.451524359,0.977172308,6.132530594,1.471199652,13.34367247,1.037393497,22.21518587,0.66179016,0.693248405,0.186131588,3.043914199,3.769819508,1.648148148,0.159969088,3.296296296,0.05,129.3518519,0.146763586,108,178,3.386145405,21,0.770824444850776,1.63422570991248,0.0185185185185185,8.95299053569638,0.171071855415607,0.973338334843168
22,2980,4658.135135,0.573640773,0.187498233,1140.391892,5.96996417,1.009688657,6.807057462,1.571892812,14.22661014,1.451445076,22.74929115,0.67300466,0.769670421,0.196899053,3.329368088,3.656694249,3.855670103,0.347392638,7.711340206,0.027027027,92.87628866,0.29467354,97,374,2.904665746,22,0.758299315021102,3.35525871842874,0.0515463917525773,22.8582001927016,0.15721415899013,0.9657358088653
23,3385,3098.030612,0.574524788,0.175570179,928.4693878,5.910706256,0.93666916,6.718480878,1.441510868,13.8905571,1.011181216,22.56186142,0.550672788,0.764925286,0.194408182,3.226248447,3.697154916,6.068965517,0.311788618,12.13793103,0.017857143,76.79310345,0.372713643,116,704,2.315398335,23,0.784380889319005,3.5920891579352,0.0431034482758621,24.3974452942184,0.154394496502337,0.970973208043439
24,5247,6511.101124,0.528618831,0.206548677,1340.94382,6.029143082,0.989138313,7.023724642,1.686456877,14.00647614,1.192058287,22.51848603,0.574611587,0.852599852,0.223814616,3.163212203,3.657688991,3.273584906,0.270117763,6.547169811,0.034482759,98.29245283,0.204312668,106,347,2.845140619,24,0.791199643282235,3.50647788940861,0.0660377358490566,16.8861842946841,0.148409497665539,0.994563324585969
25,5320,5881.647059,0.541563998,0.22236477,1310.376471,5.978141088,1.081289408,6.956959039,1.778226263,13.93029777,1.304691367,22.45167234,0.528563128,0.832344302,0.215533035,3.111261648,3.703459399,2.174757282,0.19760479,4.349514563,0.043478261,118.5825243,0.173043975,103,224,3.292864549,25,0.764289364187167,2.0018799625525,0.029126213592233,15.657153197658,0.162919675664381,0.953384364539078
26,8938,10988.98925,0.458510099,0.208860166,1906.397849,6.309769028,0.915171738,7.553225387,1.697843138,14.31759717,1.309455992,22.61562774,0.508892638,0.969620974,0.259917911,3.128420295,3.590626731,4.495049505,0.363136176,8.99009901,0.028571429,78.57425743,0.25009901,101,454,2.5460249,26,0.748859580520593,3.47010211325025,0.0594059405940594,15.1408237665355,0.189155841495809,0.963650711505351
27,6107,8600.114286,0.514763149,0.232669349,1537.7,5.980890875,1.178049273,7.069459079,1.963094981,14.06316714,1.383093849,22.43002771,0.693839816,0.891713867,0.241748723,3.139235331,3.63339614,2.929292929,0.411827957,5.858585859,0.041666667,110.3131313,0.174912389,99,290,3.218447097,27,0.805917369205399,2.56696888224885,0.0505050505050505,14.0099548562617,0.140448161191146,0.997460330265095
28,1021,1564.448276,0.614556957,0.148369744,583.5862069,5.562061348,0.957523708,6.22294754,1.327273617,13.56909323,0.819240567,22.3941387,0.510785622,0.697763921,0.176862794,3.192445722,3.781185853,1.575,0.217948718,3.15,0.052631579,115.05,0.187974684,80,126,3.86375,28,0.692005386875612,1.96408115234412,0.025,16.3689145022538,0.222222222222222,0.706688539753279
29,3266,3157.385417,0.544100354,0.186705798,956.1354167,5.867215554,0.996171795,6.755593114,1.545134902,13.70773755,1.021626806,22.30491993,0.5540027,0.809214817,0.220237977,3.101022309,3.705678311,4.036363636,0.271028037,8.072727273,0.023255814,90.53636364,0.311259383,110,444,2.637024793,29,0.703061849357011,2.59453844333689,0.0363636363636364,23.015514782787,0.208936912932045,0.722911962255435
30,2423,2910.14,0.581853896,0.161681758,821.28,5.94774761,0.841210465,6.708545848,1.266386019,13.98956648,1.387122255,22.62081903,0.787053673,0.747037565,0.194420674,3.243147919,3.648685025,4.63559322,0.26738076,9.271186441,0.020833333,85.59322034,0.322468492,118,547,2.442257972,30,0.694408108731997,2.54823012812216,0.0423728813559322,15.1073837424006,0.142568404764853,0.996848583221034
31,2295,3761.981481,0.595302738,0.15972817,830.4444444,5.747697825,0.928755441,6.489311518,1.380090207,13.50870277,1.091501501,22.38395023,0.572168036,0.740749503,0.186546485,3.013079045,3.723726128,3.058823529,0.339445438,6.117647059,0.037037037,57.23529412,0.296751536,68,208,2.668685121,31,0.850051262334999,2.8357533004832,0.0735294117647059,9.6512256051283,0.130776289617199,0.999952998538121
32,2049,2411.692308,0.600521767,0.178769424,765.5512821,5.646329165,1.097214599,6.364419233,1.563603981,13.49785665,1.04709083,22.29604263,0.719192895,0.731062775,0.205368092,3.074517789,3.726778725,4.058823529,0.383484163,8.117647059,0.025,101.127451,0.305765871,102,414,2.973087274,32,0.731782122316959,2.79039598206436,0.0490196078431373,17.7008534792264,0.182350552519978,0.925747026149585
33,1586,1691.989583,0.601360932,0.161927522,659.3541667,5.744584612,0.850069393,6.434510835,1.241588429,13.739313,0.869404849,22.52453448,0.532527967,0.708343838,0.195330902,3.228963865,3.720514958,4.833333333,0.311244488,9.666666667,0.025641026,77.12745098,0.280528053,102,493,2.502499039,33,0.639282446900577,4.02478245790098,0.0686274509803922,13.3853329936807,0.2,0.970040902662936
34,3489,3198.21,0.547583734,0.182130586,973.34,5.950478171,0.967946879,6.834742648,1.488224267,13.85332175,1.037959565,22.50218948,0.519518882,0.805352142,0.208509448,3.166610996,3.705605123,3.844827586,0.286519568,7.689655172,0.023809524,100.8793103,0.289655172,116,446,2.730677765,34,0.711880194898251,2.15006508077955,0.0172413793103448,43.72454003412,0.166666666666667,0.666815659104529
35,2788,2858.535354,0.578025237,0.170179617,840.8383838,5.907867063,0.867914645,6.701111182,1.351731835,13.80444798,0.973691523,22.56793065,0.498357103,0.761985189,0.195035002,3.165157808,3.67092845,4.045454545,0.325490196,8.090909091,0.025641026,94.64545455,0.274395329,110,445,2.711735537,35,0.729229163949395,3.62243541053753,0.0909090909090909,9.02775504248106,0.174573614653342,0.998043496286564
36,1385,1600.08046,0.621474486,0.15528942,650.0689655,5.742212065,0.904611126,6.393179411,1.278436323,13.72460513,0.877389437,22.59096351,0.526716197,0.686268793,0.180774338,3.182381636,3.680342331,5.560747664,0.313572543,11.12149533,0.018518519,68.05607477,0.395080233,107,595,2.262730369,36,0.622855022099261,2.9087308639555,0.0280373831775701,43.1479482803742,0.1875,0.588490274048677
37,1577,1290.652778,0.635223875,0.161673361,513.4722222,5.404523651,0.931495853,6.042505101,1.321746089,13.19961388,0.908404664,22.17703776,0.584799742,0.674691819,0.170976536,3.061434063,3.788560265,3.57,0.341715023,7.14,0.038461538,93.17,0.18040404,100,357,2.8534,37,0.696277742549144,2.66476465359473,0.08,7.01945601179229,0.187932487756752,0.994484691736799
38,8238,10850.7375,0.472087578,0.219946026,1853.5125,6.153447252,1.138724989,7.365985128,1.921636887,14.18459026,1.425443633,22.49302545,0.591651473,0.95503778,0.2514633,3.141241262,3.635338943,3.245098039,0.423329356,6.490196078,0.038461538,106.127451,0.183265385,102,331,3.07112649,38,0.776311592857585,2.13855352768791,0.0196078431372549,36.7002482453413,0.200177676217062,0.503496124510425
39,2498,2407.629213,0.594496295,0.147665617,677.4606742,5.699116603,0.863148933,6.421258083,1.272595134,13.48713086,0.938874856,22.38649881,0.547619885,0.72839879,0.195190886,3.093696045,3.742138101,3.364485981,0.294819079,6.728971963,0.024390244,101.3831776,0.313877623,107,360,2.88566687,39,0.79361433071691,2.02405812694182,0.0186915887850467,30.2220101743912,0.144812080128002,0.911502428594278
40,744,721.3977273,0.673103624,0.130878381,357.1136364,5.188950059,0.921081135,5.6867251,1.189650542,13.00145813,0.875813913,22.16387541,0.685584048,0.603187702,0.175613913,2.939034755,3.781330475,3.644230769,0.309932786,7.288461538,0.034482759,92.125,0.201082898,104,379,2.762019231,40,0.630117866004962,5.61807900837974,0.0769230769230769,18.3130763289848,0.166666666666667,0.990018308962298
41,1556,2403.087719,0.602825181,0.188680834,758.7192982,5.565049168,1.09506586,6.30606086,1.605665243,13.63836005,1.070314631,22.41921247,0.562509685,0.724316872,0.191187985,3.150764839,3.710493247,2.162162162,0.244464128,4.324324324,0.05,80.97297297,0.201036653,74,160,3.174945215,41,0.746578197735009,2.65951581600781,0.0675675675675676,10.9650506150679,0.214141997563751,0.905223485507664
42,1556,4466.657143,0.586945884,0.180172521,894.9714286,5.692793713,1.058552325,6.482511366,1.622065516,13.51648599,1.134450565,22.28124836,0.699709251,0.756037581,0.188782573,3.038282394,3.727097037,3.411764706,0.468376068,6.823529412,0.032258065,33.70588235,0.463529412,51,174,2.302191465,42,0.820202631181007,5.02061565900575,0.117647058823529,7.78488782228706,0.229033475638378,0.984701132769101
43,1118,1098.54902,0.629990413,0.141081475,504.1372549,5.56475281,0.877795909,6.174881205,1.190955543,13.51199342,0.802103792,22.45537492,0.550830863,0.668003472,0.177172694,3.197411047,3.7522968,4.456140351,0.331603161,8.912280702,0.020408163,87.78947368,0.34590902,114,508,2.531394275,43,0.55835922543389,3.3627881298321,0.0614035087719298,14.5813213590439,0.185359514236777,0.969746404577109
44,1621,2849.768116,0.575926824,0.178616098,876.6666667,5.907597943,0.920703753,6.710894015,1.421619843,13.76057021,1.027649917,22.50349092,0.562607725,0.764145992,0.193999113,3.118758646,3.663580095,5,0.302755757,10,0.025,63.35483871,0.315217391,93,465,2.351716961,44,0.705299397026925,2.75898922046813,0.032258064516129,33.0493089429797,0.189362905854411,0.696990457540131
45,3230,4322.481928,0.62684157,0.167751538,782.7951807,5.55319377,0.972965137,6.223917041,1.477715471,13.46019187,1.092826124,22.39167537,0.595131826,0.691880066,0.193857905,3.10092286,3.726798729,4,0.291961971,8,0.027027027,84.16831683,0.28,101,404,2.656798353,45,0.852797106336021,2.14595191833326,0.0198019801980198,38.9233261892489,0.21211206035462,0.392847724857775
46,1061,2124.411765,0.636363083,0.157994992,693.745098,5.369822322,1.182338318,6.003903146,1.59960918,13.44011575,1.156294,22.3455346,0.591139629,0.674039251,0.181167301,3.143626087,3.789046038,1.588235294,0.17976032,3.176470588,0.043478261,73.35294118,0.2809482,68,108,3.142733564,46,0.768683816599212,2.01899230211721,0.0441176470588235,8.6483976170952,0.18574656025036,0.969157790153868
47,2615,7388.6,0.567550754,0.235864263,1407.685714,5.733040056,1.299517107,6.661068534,2.05103401,13.87536677,1.536597093,22.36890837,0.971133667,0.797957966,0.213306836,3.21197397,3.695873339,1.729166667,0.225663717,3.458333333,0.071428571,50.35416667,0.203014184,48,83,3.077256944,47,0.832799553855959,2.62100742462854,0.104166666666667,5.80516265995217,0.254509224688643,0.902368273964677
48,1693,1830.162791,0.617692233,0.161582598,678.0232558,5.665994334,1.023627883,6.339664362,1.417863271,13.62349622,0.979935555,22.46331963,0.574665445,0.692773558,0.18357221,3.174306387,3.753907628,4.297029703,0.375796178,8.594059406,0.025,91.00990099,0.304059406,101,434,2.792275267,48,0.68454264209646,1.89670426764994,0.0099009900990099,59.4121026965504,0.226619146050875,0.153337169185142
49,1616,1506.41,0.592940092,0.156478899,614.01,5.665475763,0.968576206,6.385640765,1.339026059,13.46150679,0.863304694,22.34687605,0.570411751,0.725121973,0.190720849,3.055690156,3.722867253,3.837837838,0.26579836,7.675675676,0.022727273,96.33333333,0.321130221,111,426,2.726726727,49,0.618979127642493,2.49171370430743,0.0540540540540541,9.62860696518947,0.136548762024756,0.999878247188667
50,1393,2104.730769,0.663651474,0.158208003,607.1346154,5.181573783,1.233846574,5.744864374,1.671032444,13.18917616,1.117345634,22.01385522,1.140101292,0.63063755,0.183886721,3.084176331,3.842176636,1.671641791,0.222565688,3.343283582,0.0625,79.68656716,0.176616915,67,112,3.363778124,50,0.808305921933763,2.52406770886454,0.104477611940299,5.42101717101064,0.232999312112462,0.948902767827725
51,464,1107.703704,0.641171039,0.136638005,490.6296296,5.451538202,0.925927048,6.032038166,1.255685206,13.35560405,0.744877889,22.42459561,0.545483909,0.653958955,0.169958717,3.04804308,3.731399444,1.25,0.120643432,2.5,0.047619048,46.33333333,0.372340426,48,60,2.909722222,51,0.665319683908046,2.05965990595453,0.0208333333333333,19.6183792680007,0.333333333333333,0.216460224947426
52,5298,5755.175,0.531588768,0.198358562,1285.2875,6.043102349,1.011203452,7.017394943,1.647422285,13.99709846,1.221160322,22.45084698,0.555810613,0.84613151,0.223925463,3.154283197,3.678855385,2.865979381,0.293037755,5.731958763,0.033333333,101.2164948,0.24237543,97,278,3.07662876,52,0.785291473537962,2.34604397658301,0.0309278350515464,23.9315335914771,0.181818181818182,0.822488551120588
53,1488,1917.458824,0.615865788,0.161496046,664.4470588,5.634938144,0.932989618,6.299569193,1.336924662,13.56778116,0.906528462,22.46989978,0.562354708,0.691213768,0.179764006,3.122097157,3.714714408,3.441441441,0.224721299,6.882882883,0.02173913,90.46846847,0.346519247,111,382,2.621053486,53,0.722488617649907,2.60134993141736,0.036036036036036,25.3548069930938,0.141000041460288,0.970861768870098
54,1080,1229.418605,0.643097359,0.140758615,537.4418605,5.603352211,0.936118305,6.197382983,1.239391911,13.58845225,0.929047697,22.54289194,0.538267444,0.647998546,0.161928339,3.22759012,3.739543169,4.663265306,0.314830157,9.326530612,0.026315789,68.13265306,0.285293499,98,457,2.380258226,54,0.613529856387,2.38111729832368,0.0306122448979592,26.6137905438183,0.218531820292565,0.56390344668056
55,1479,2514,0.639545434,0.172952029,644.609375,5.269482201,1.185815215,5.902734719,1.671158183,13.26810667,1.321359277,22.13940143,0.848616129,0.676209817,0.193509817,3.080452686,3.788209096,2.625,0.420075917,5.25,0.035714286,129.375,0.228947368,96,252,3.684895833,55,0.790687683119224,2.65251332020774,0.0625,11.394316685291,0.121747342136666,0.999946643098785
56,4065,5908.820896,0.547157386,0.218964878,1241.38806,5.662527303,1.235360198,6.596616848,1.952757519,13.69577052,1.296565491,22.28317642,0.717626388,0.81811229,0.231441219,3.09030418,3.701196215,2.14893617,0.281730222,4.29787234,0.038461538,102.7765957,0.222603523,94,202,3.176097782,56,0.817720028264112,2.0342033628634,0.0212765957446809,22.8883805562185,0.181818181818182,0.822488551120588
57,1337,1427.151163,0.616468195,0.143314091,644.1046512,5.823600218,0.848555438,6.4830343,1.169742806,13.79533846,0.871149829,22.66846243,0.581060066,0.690755993,0.169796444,3.223821928,3.679877096,4.523809524,0.331511407,9.047619048,0.024390244,77.03809524,0.297619048,105,475,2.457868481,57,0.609566549132742,2.73576379589358,0.0476190476190476,13.4700843030459,0.166666666666667,0.990018308962298
58,5017,7519.293333,0.494869838,0.191653886,1520.52,6.250119844,0.917368515,7.333514326,1.574957833,14.42291174,1.262147785,22.76666528,0.505274336,0.901212287,0.228471391,3.357988551,3.624196939,5.252631579,0.3875,10.50526316,0.016949153,60.85263158,0.505263158,95,499,2.270581717,58,0.753228496795106,2.63378849262896,0.0210526315789474,54.7911385156153,0.234410425260898,0.198758633472696
59,2744,4848.53125,0.619796255,0.184411067,862.796875,5.412011642,1.078908966,6.126592659,1.683119218,13.45287157,1.224520989,22.35230805,0.651707797,0.705505137,0.19163171,3.102684829,3.712679772,1.752688172,0.264529058,3.505376344,0.058823529,174.516129,0.135811127,93,163,4.742282345,59,0.854603592589109,1.8197774391656,0.021505376344086,14.7858387269874,0.245911239815262,0.580912923765188
60,1934,2071.454545,0.623580608,0.144080065,614.1363636,5.501682002,0.966117547,6.142533809,1.368587202,13.36689204,0.988942142,22.27950731,0.595775611,0.68464323,0.187814503,3.037425578,3.797481841,3.212962963,0.271285034,6.425925926,0.034482759,100.9722222,0.201626861,108,347,2.860596708,60,0.783484622160941,2.26487765140635,0.0277777777777778,28.0254435010104,0.160703621307336,0.862559555397878
61,2497,3644.444444,0.592850573,0.165155311,881.9444444,5.772324248,0.938274909,6.523926164,1.428475824,13.79190496,1.084132364,22.57536301,0.519159324,0.736902573,0.189210219,3.251059785,3.708076325,3.483146067,0.3252149,6.966292135,0.027777778,67.41573034,0.318564862,89,310,2.503724277,61,0.816431403076951,2.37988101178264,0.0337078651685393,23.4415081986053,0.193203654698583,0.76157949627968
62,1498,4100.576923,0.607530575,0.215902068,792.8846154,5.37439906,1.067143936,6.152515347,1.7875654,13.56414342,1.072245957,22.57040406,0.677823896,0.732674512,0.215393726,3.083751352,3.638648914,1.333333333,0.144,2.666666667,0.066666667,29.36111111,0.323809524,36,48,2.603395062,62,0.857476635514019,2.69282909291905,0.166666666666667,3.37534590681881,0.238028163740039,0.977234942231291
63,2495,3101.88172,0.611003485,0.167416113,733.9569892,5.561758046,0.979083047,6.259793844,1.443865109,13.44531384,1.151383231,22.30305548,0.69566042,0.709803817,0.186972575,3.13038959,3.774014548,3.303571429,0.303619303,6.607142857,0.026315789,108.8125,0.273809524,112,370,2.934151786,63,0.806108645863153,2.13455497744044,0.0267857142857143,24.113370057793,0.157505646356247,0.903731910093533
64,3246,4541.634146,0.551320551,0.188825859,1047.5,5.953386172,0.977869019,6.845066909,1.555099649,13.80240192,1.07997245,22.45926942,0.543289261,0.806973711,0.211229307,3.087685194,3.686199642,3.449541284,0.260730301,6.899082569,0.034482759,100.2844037,0.195378865,109,376,2.830906489,64,0.760693471711125,2.43040893398097,0.036697247706422,19.2044087211665,0.141701431192936,0.987995378272547
65,1296,1571.966292,0.611888869,0.148227916,674.6292135,5.770877534,0.943106343,6.438583959,1.288512134,13.66873759,0.915016938,22.52720467,0.558244738,0.69831964,0.175193692,3.159730625,3.70304768,4.632653061,0.305466685,9.265306122,0.028571429,70.67346939,0.254996844,98,454,2.43211162,65,0.614874653565129,3.60584255454163,0.0714285714285714,12.2184292864878,0.156676265942158,0.998496056911757
66,5958,7228.702381,0.533890892,0.201948448,1471.547619,6.005651805,1.081438132,6.97615606,1.751354789,14.03356653,1.415612812,22.5484597,0.631673952,0.843496016,0.228752938,3.178246371,3.645177887,4.010989011,0.276468067,8.021978022,0.03030303,69.79120879,0.266422466,91,365,2.52288371,66,0.807369535466212,2.38148927593277,0.021978021978022,45.1394498288556,0.247173938780455,0.196045968539751
67,1843,2150.387097,0.613717964,0.175675055,731.6612903,5.541639152,1.084784563,6.2410987,1.563781257,13.41521217,1.132585565,22.21314123,0.758959212,0.70550925,0.184620853,3.050352833,3.779067009,1.872340426,0.246511628,3.744680851,0.037037037,115.9255319,0.239304507,94,176,3.455862381,67,0.73793306473026,1.96136784173749,0.0212765957446809,19.5603617810172,0.3,0.275411706435988
68,7666,9390.741176,0.510130403,0.227996697,1712.341176,6.022813623,1.176851346,7.113291475,1.963314667,14.07292495,1.487905651,22.46720703,0.596652412,0.894756192,0.24608573,3.144557831,3.642865748,3.196261682,0.374898346,6.392523364,0.037037037,116.6915888,0.184976195,107,342,3.171805398,68,0.797881652447634,2.39826471461309,0.0373831775700935,20.6251903094726,0.155695211149984,0.952489439196642
69,3514,3575.15,0.568149862,0.199427204,1018.875,5.736991125,1.229025762,6.600961108,1.809244439,13.74030354,1.215655574,22.3346288,0.70864767,0.785489291,0.2009166,3.169524702,3.720104257,2.201923077,0.295978552,4.403846154,0.04,122.6057692,0.190253921,104,229,3.34818787,69,0.745107482159275,1.99925802985682,0.0384615384615385,10.5469321058117,0.207541530005367,0.880993678304697
