"run","num_revs","length","diversity_mean","diversity_sd","mean_unique_length","mean_within_rev_uni_ent","sd_within_rev_uni_ent","mean_within_rev_info","sd_within_rev_info","mean_across_rev_uni_ent","sd_across_rev_uni_ent","mean_across_rev_info","sd_across_rev_info","within_reviewer_sd_ent_chancap","within_reviewer_sd_info_chancap","across_reviewer_sd_ent_chancap","across_reviewer_sd_info_chancap","interconnectivity","transitivities","degrees","scale_test","betweens","centralization","nodes","edges","path_length","gini","alpha","xmin","loglik","KS.stat","KS.p"
11,3370,3185.52631578947,0.615208517402665,0.196005725236939,814.368421052632,5.5615235949983,1.26814496386078,6.2769787730813,1.78417337943152,13.5356534969719,1.13325907560841,22.3281548874588,0.666419525493941,0.703485533463638,0.17219958154126,3.08535649455179,3.67678611672275,4.71052631578947,0.319339865910263,9.42105263157895,0.0222222222222222,82.6842105263158,0.306008383791337,114,537,2.44182825484765,0.762824717580301,2.3567566016025,0.0350877192982456,18.8248895781063,0.261057609191463,0.503207593162636
12,978,1317.62686567164,0.715557241513112,0.198992428204436,457.701492537313,4.78092748204815,1.40800785062323,5.26209026765314,1.87003076523069,13.0865021173803,1.17021016876535,22.1529264190952,1.19329890712133,0.532513831179624,0.120651258297366,3.02012741962078,3.76164982643677,1.83582089552239,0.318232044198895,3.67164179104478,0.05,79.1044776119403,0.232247851650837,67,123,3.34640231677434,0.750785947562799,2.02274474697847,0.0298507462686567,14.2082043108582,0.25,0.627167042465071
13,1457,1819.20224719101,0.732662640076197,0.164244120544997,393.213483146067,4.72575490441494,1.28438510210411,5.15282808510561,1.66194529372464,13.02962063404,0.977389167197889,22.1195835180562,0.896584897305538,0.520336781243169,0.117770569880124,3.09096338206068,3.78491468928364,1.69662921348315,0.172881355932203,3.39325842696629,0.0588235294117647,115.52808988764,0.143258426966292,89,151,3.58490089635147,0.82805210028302,1.94307339144279,0.0224719101123595,18.6382087055029,0.167165288203358,0.918304120564484
14,4850,3995.19469026549,0.591987310973211,0.236992956777458,993.24778761062,5.41129781250304,1.44280430197286,6.24873120716906,2.11001331223883,13.4782848868735,1.41716678143557,22.1566005092463,0.902278201463212,0.739816101801349,0.182681162849099,3.05238462823359,3.72373810817811,2.99115044247788,0.289868667917448,5.98230088495575,0.0285714285714286,110.070796460177,0.250158027812895,113,338,2.93930613203853,0.737545844357266,2.35876261373784,0.0442477876106195,13.3388926032176,0.170012656327996,0.974882248344618
15,7248,5740.9702970297,0.467550850058914,0.211722206092074,1540.0198019802,6.23854014918448,1.07966781072192,7.43831527001146,1.72022859082953,14.1362333479123,1.30309470587407,22.3963999059922,0.643111124581427,0.946389176089788,0.230760247910667,3.08446163384259,3.65368519474582,3.40594059405941,0.324132492113565,6.81188118811881,0.0263157894736842,84.1386138613861,0.301881188118812,101,344,2.65621017547299,0.601367669879568,2.12791164908235,0.0297029702970297,17.4504709260301,0.151920779962095,0.975110237097041
16,949,1267.24285714286,0.698221627586306,0.177547164348914,432.085714285714,4.92595629517645,1.20698615982154,5.43792802292329,1.61983291697487,13.1483208519528,1.00875706885273,22.1868134295368,0.714105797520286,0.576899054211777,0.14231614938362,3.08880374826591,3.80402921183158,2.42857142857143,0.341114457831325,4.85714285714286,0.0454545454545455,75.9428571428571,0.233954451345756,70,170,3.15551020408163,0.754734306789102,2.67573497298111,0.0571428571428571,13.8690565869979,0.142857142857143,0.996757102179984
17,1083,920.79381443299,0.67715979762368,0.165920380207909,418.845360824742,5.10674561404336,1.29779494709287,5.62423792701913,1.65319243117471,13.1392601735298,0.882497637508183,22.2057066497855,0.919774686059957,0.593744621736777,0.144214873514182,3.03018726154653,3.72020654339706,2.82474226804124,0.190682984603237,5.64948453608247,0.032258064516129,100.020618556701,0.253651202749141,97,274,3.05197151663301,0.596986225737975,2.61796732009923,0.0412371134020619,21.9862409723142,0.137533806912619,0.98537980512227
18,5655,4229.23469387755,0.584953547355988,0.228166462722148,1037.15306122449,5.45735011983385,1.34257667050689,6.31166543729555,2.02054155214318,13.5278012434875,1.34192338733536,22.172592691663,0.67476891577822,0.757776678683757,0.195298562115844,3.08018462058673,3.80289892510717,3.03061224489796,0.343122102009274,6.06122448979592,0.0357142857142857,105.234693877551,0.21586366505365,98,297,3.13744273219492,0.768388097944747,2.43424608960013,0.0510204081632653,11.2883998494883,0.126013600273876,0.999886246065595
19,1167,938.456140350877,0.67496790357242,0.165258688260003,436.5,5.19027000136813,1.27510975708789,5.71720835039869,1.61413354355213,13.2321386016775,0.939243534213515,22.1001252160165,2.16841790577913,0.59747180372984,0.1413786234912,3.07054264104108,3.74820366948935,3.41228070175439,0.324111470113086,6.82456140350877,0.0277777777777778,107.114035087719,0.249340164570719,114,389,2.8704216682056,0.608420150633656,2.32416256388543,0.0263157894736842,29.7510606628676,0.153846153846154,0.894802945058597
20,818,654.175257731959,0.720322856049729,0.167085938000073,320.329896907216,4.85995940737501,1.22021796017461,5.29853146900603,1.55169834007552,13.1091496213711,0.882553844510836,22.3436014055338,0.679930893586012,0.533369506446567,0.124622141998162,3.11910027948126,3.66876171269835,2.42268041237113,0.323722149410223,4.84536082474227,0.0294117647058824,123.567010309278,0.293277491408935,97,235,3.53746413008821,0.645779245330578,1.86735967077195,0.0103092783505155,43.0703457444299,0.222222222222222,0.305137711877099
21,1509,1475.79787234043,0.700844721407169,0.185254507290196,452.595744680851,4.81445872563284,1.28938803390186,5.31466371428337,1.73069637209976,13.0159759830353,1.16989099070519,21.8248431042614,2.43319150016394,0.561165951339084,0.136829471793184,3.04653872649478,3.74941367276279,2.24468085106383,0.167714884696017,4.48936170212766,0.0555555555555556,112.106382978723,0.13452299245024,94,211,3.37460389316433,0.784646729551767,1.72652788408574,0.0106382978723404,29.9389846202895,0.217229299914544,0.437044884927536
22,2639,2341.77570093458,0.655494373696795,0.176662685636833,575.028037383178,5.37020651388164,1.10418362275656,5.95713963559235,1.50821565951319,13.3762746513488,0.984821747265605,22.3180221854633,0.771858808594731,0.630339124152144,0.16035259799629,3.09555326000619,3.73239080407269,4.04672897196262,0.316613924050633,8.09345794392523,0.0238095238095238,85.9626168224299,0.310439076000705,107,433,2.59743209013888,0.814950437895974,2.03465640480667,0.00934579439252336,75.8869046988973,0.259259259259259,0.0463782051722107
23,294,1009.70833333333,0.696225588625334,0.191025378735553,424.791666666667,4.95189619978722,1.44796243316598,5.45087169042209,1.86661388545628,13.0762092043941,0.998437468016751,22.1084366266105,0.817124598161632,0.56192916908518,0.115926984899184,2.95623403823275,3.74953093927093,1.04166666666667,0.0530973451327434,2.08333333333333,0.0833333333333333,17.7083333333333,0.38768115942029,24,25,2.43402777777778,0.6218820861678,1.74414750206833,0.125,0.442758264136526,0.364664716763387,0.819861407986192
24,2264,2934.89024390244,0.689725769384268,0.213615423190956,615.341463414634,4.87913665985228,1.42613747331194,5.43840869614914,1.9788342801803,13.118627386376,1.37187020601668,21.8355724490428,2.56265475636864,0.58325835501302,0.134066760796961,2.95539654467956,3.69517159020962,1.5609756097561,0.174964438122333,3.1219512195122,0.0666666666666667,136.560975609756,0.134296898524541,82,128,4.31856038072576,0.786380677411014,1.95615195755207,0.024390243902439,16.4471459587666,0.238875623231032,0.61809886060585
25,987,839.272727272727,0.679994866532442,0.152614684548686,390.575757575758,5.20655197392919,1.0269074749468,5.72429341762002,1.34731696920324,13.3453603872313,0.688500134272457,22.3785799170762,0.603388993551662,0.596314168556524,0.142417393977052,3.13422980240214,3.77743280158776,3.1010101010101,0.197707736389685,6.2020202020202,0.0384615384615385,93.2323232323232,0.191816120387549,99,307,2.87338026731966,0.596542936968468,2.0037883175567,0.0202020202020202,28.5965341462081,0.168346445467951,0.78890424964698
26,2916,2568.02197802198,0.634600119652297,0.211334245590245,782.868131868132,5.37290460439376,1.31036917662722,6.06208693537673,1.86449962972406,13.4444391970933,1.26801574040122,22.2319719773832,0.785893776982228,0.670142323321948,0.160626159003541,3.10195055662414,3.73791221561,1.57142857142857,0.151750972762646,3.14285714285714,0.0625,134.076923076923,0.131746031746032,91,143,3.93575655114117,0.733263992523252,2.19660337717965,0.0549450549450549,9.04471505192056,0.19846165558002,0.945605991791317
27,4205,4387.45714285714,0.604038290116704,0.230344669499472,974.466666666667,5.33539000300051,1.50919792568761,6.13341161374851,2.16215539456659,13.3730003061725,1.45990287024171,22.1200681493877,0.851595338597668,0.728692287883827,0.171367431472189,3.01269836713182,3.74840358033959,2.11428571428571,0.184195565662308,4.22857142857143,0.0344827586206897,119.8,0.228571428571429,105,222,3.27238095238095,0.748002944340637,1.98573602810724,0.0380952380952381,10.4344641031222,0.158833160798405,0.987644355657286
28,989,4615.04347826087,0.561439571818559,0.241174247826401,1107.13043478261,5.63491528899419,1.45700872485703,6.53896543874834,2.11660095705326,13.6377941078125,1.37381734911318,22.2118997528339,0.744359099304713,0.799654456995462,0.206131982568719,2.97335762435178,3.63055203320646,1.73913043478261,0.383333333333333,3.47826086956522,0.0714285714285714,15.5652173913043,0.432806324110672,23,40,2.31001890359168,0.702598144810305,1.88668456721914,0.0434782608695652,8.07384239012499,0.326014067792896,0.362939401882681
29,5550,5424.11111111111,0.577764973391443,0.238597420379077,1233.27272727273,5.57516504322644,1.483936039062,6.46092827028559,2.18929137664433,13.7102807140635,1.51714721918771,22.2784589323308,0.907856347223886,0.771582109020091,0.184020174934479,3.13748242015896,3.76555017360035,3.62626262626263,0.351111111111111,7.25252525252525,0.03125,92.4242424242424,0.242321170892599,99,359,2.85705540250995,0.743241423241424,2.69360085903726,0.0404040404040404,25.0553896892161,0.179652329333803,0.833402478059351
30,994,898.733944954128,0.676734643384181,0.156294421182845,385.733944954128,5.14858988095644,1.04785335996774,5.66965212375804,1.37544789366806,13.0194080048353,0.878774687073066,22.1451233558221,0.72106556463947,0.599844533705606,0.152987850900427,3.03068187225328,3.75808691530526,2.5045871559633,0.237861915367483,5.00917431192661,0.0434782608695652,121.678899082569,0.157322460074754,109,273,3.22346603821227,0.657320067192144,2.16453459014504,0.036697247706422,16.06080691033,0.174337702876381,0.921500920927987
31,3288,3144.31683168317,0.61224169737838,0.219093927314739,873.722772277228,5.28465295674051,1.53133704306925,6.03001435037697,2.12683669100557,13.3582703042364,1.38116207287489,22.0830037499278,1.04233897226378,0.709832946898939,0.1741823018605,3.10288268019015,3.75701578968275,2.30693069306931,0.276947705442903,4.61386138613861,0.0434782608695652,116.950495049505,0.173861386138614,101,233,3.3059503970199,0.713720459637205,2.05624418656048,0.0396039603960396,11.0609703768035,0.187532572257028,0.941101916112953
32,1840,1587.04545454545,0.723922307530079,0.194587466877627,422.375,4.66983790944539,1.31775535386687,5.14162611344481,1.79260478567748,12.9661848234497,0.999833535446561,22.0527677695912,0.854470416596633,0.53982833931918,0.113275442124514,3.02854779862007,3.80200472109165,1.51136363636364,0.129370629370629,3.02272727272727,0.0434782608695652,133.863636363636,0.218129571577847,88,133,4.03099173553719,0.803001482213439,1.69103346719313,0.0340909090909091,4.84950453230353,0.197883499748629,0.97288944237607
33,9460,8753.25263157895,0.475537226663144,0.241399205665598,1697.91578947368,6.17031725511939,1.21266724136345,7.40481535359066,1.96549605051526,14.2446344001563,1.36806034452785,22.4053753801733,0.729839175426951,0.946797126015024,0.241008452958166,3.12708756811653,3.63782488524412,4.61052631578947,0.405138339920949,9.22105263157895,0.0208333333333333,72.1368421052631,0.401903695408735,95,438,2.50814404432133,0.684858128407701,3.09187787913536,0.0526315789473684,16.724516849754,0.21044711229173,0.87052946167936
34,1738,1364.15384615385,0.686532672703153,0.171354314436045,471.32967032967,5.06226121928325,1.23292698674934,5.59450936534333,1.62901507092008,13.0806880656947,1.1521333119157,22.0535640009009,1.17405968302094,0.590347800488881,0.134272206373551,3.09092481935761,3.78343804504848,1.68131868131868,0.164222873900293,3.36263736263736,0.0454545454545455,111.021978021978,0.195970695970696,91,153,3.4290544620215,0.736048761365218,1.86104575294263,0.021978021978022,15.5057765886991,0.166504327000769,0.944401925187023
35,806,1532.83561643836,0.718456016039257,0.172323839197259,380.616438356164,4.65202000569159,1.34219417001613,5.09453935392195,1.73559305721639,12.7609093494813,1.12144938045084,21.8249578472689,1.36319166400617,0.526146933647102,0.132279004849736,2.93672920910923,3.77866953181665,2.10958904109589,0.142561983471074,4.21917808219178,0.0625,81.986301369863,0.149733637747336,73,154,3.23250140739351,0.760256976783711,1.9693146519817,0.0273972602739726,17.1918558058442,0.171936454337189,0.901059575422487
36,3253,3549.94392523364,0.612288858458454,0.210247304053551,876.654205607477,5.53318675830631,1.31785218198244,6.27531714499147,1.85986910679803,13.9601714928688,1.94261909551262,22.6504170205959,0.957539708542532,0.696724814043361,0.169686397451618,3.23957310588278,3.620273453282,3.08411214953271,0.423893805309735,6.16822429906542,0.0434782608695652,117.691588785047,0.149356374537119,107,330,3.19049698663639,0.76214335580959,2.34123522761191,0.0373831775700935,16.2279807112504,0.125,0.998964855144951
37,6815,8483.35164835165,0.490024161352533,0.230106108847169,1689.43956043956,6.02521200326147,1.24988684846781,7.17689933053013,2.00971741405403,14.1401372645065,1.40240435559082,22.5004053027166,0.603426497487154,0.92147577236452,0.241105704242191,3.18999740153774,3.64018351037334,3.71428571428571,0.356769787063078,7.42857142857143,0.0277777777777778,74.9340659340659,0.306349206349206,91,338,2.63591353701244,0.687984649246573,2.61905681371094,0.0549450549450549,11.9802824682586,0.168836704366941,0.988413221170899
38,4387,4083.39795918367,0.652426842184166,0.237307645428832,872.367346938776,5.02771917966903,1.6363708378487,5.70660471125673,2.29081232534751,13.4576415450387,1.47817860309957,21.9141781854393,2.48649322394673,0.649970234643493,0.148660578672637,3.09256018895763,3.71284605365914,1.91836734693878,0.231488698363211,3.83673469387755,0.0526315789473684,133.102040816327,0.146013044393015,98,188,3.70616409829238,0.797046468462014,1.83708428643253,0.0306122448979592,9.7176078999769,0.199040093139325,0.90920245450494
39,1873,1808.25555555556,0.642067931713883,0.188220811127067,575.111111111111,5.2926625867186,1.14622116316827,5.93048764610742,1.61618484410218,13.1920796313024,1.06906277264105,22.1948522858962,0.682032253074145,0.656018734022978,0.150371244063559,2.97857193718697,3.75815789527446,2.54444444444444,0.358549686660698,5.08888888888889,0.0384615384615385,95.8777777777778,0.223720349563046,90,229,3.11950617283951,0.745512250103815,2.84010472130776,0.0666666666666667,10.1583328774485,0.2,0.970040902662936
40,4743,4650.76923076923,0.598731760607798,0.237114539964319,1013.34065934066,5.3214290511711,1.43311498352308,6.15456498522408,2.13671363277819,13.5395047112714,1.37864476335628,22.2192292152866,0.835479689754972,0.73839918572328,0.176117551599856,3.13363275578501,3.7301543798943,2.26373626373626,0.281716417910448,4.52747252747253,0.037037037037037,106.725274725275,0.238583638583639,91,206,3.33462142253351,0.777965445897136,2.20034910210132,0.032967032967033,19.2841331272831,0.116036557273349,0.998428652232582
41,1386,1307.38532110092,0.630647452677325,0.17492509494903,554.45871559633,5.44846680269731,1.15887489043752,6.08512406781351,1.53941004475702,13.3537509972714,0.872923001250554,22.3660395469036,0.531644143921127,0.668114821457769,0.156471019921119,3.07502167075586,3.71259835551053,4.25688073394495,0.305687203791469,8.51376146788991,0.0294117647058824,93.5229357798165,0.226724430852871,109,464,2.70684285834526,0.598686736301417,2.77811381123784,0.036697247706422,24.6024876060293,0.2,0.771092223465629
42,1559,1277.18367346939,0.731129903909289,0.191131870109841,393.408163265306,4.70568400666053,1.28522695845097,5.15652897925739,1.74115986302087,13.0322204222757,1.05012735145108,22.2571505991662,0.974877030626327,0.528768572549116,0.117391471741662,3.04022757347106,3.6823765000764,2.54081632653061,0.313700384122919,5.08163265306122,0.032258064516129,104.377551020408,0.256890385019987,98,249,3.11995002082466,0.778946472752025,2.30407855560982,0.0408163265306122,16.866246130002,0.129787287355831,0.99597184526064
43,2872,3110.23529411765,0.629440222038331,0.228319922653357,946.694117647059,5.42998478837868,1.4670504967333,6.16478487248505,2.05061177342728,13.723912033044,1.21964026328465,22.2902177274202,0.860317743715865,0.690457871364918,0.158360108408014,3.26932547639064,3.73326422961097,1.76470588235294,0.198300283286119,3.52941176470588,0.0476190476190476,105.752941176471,0.196078431372549,85,150,3.47653979238754,0.70759462559397,2.49899247394229,0.0941176470588235,5.73724443039507,0.193277790478248,0.992149669739694
44,1087,1205.25,0.686763871458259,0.189542335712525,469.897727272727,5.07346357216698,1.33897197349767,5.59615915670658,1.74425362025117,13.2935253033802,0.951068825763776,22.3900611799656,0.749165563687274,0.578966656947844,0.146652423342055,3.09685083596955,3.70971747366195,3.84090909090909,0.326840317100793,7.68181818181818,0.0285714285714286,73.9204545454545,0.302507836990596,88,338,2.66864669421488,0.709490256753366,2.77155179888165,0.0454545454545455,18.1780179118072,0.172186982017486,0.952353891397694
45,5344,5842.19101123595,0.618911196757794,0.24583826234798,1097.8202247191,5.19491144086098,1.59069864458552,5.96842004640496,2.31943273254142,13.4859025810523,1.51875954556532,22.1549277594183,0.920788970062213,0.694758183165425,0.177566608838649,3.17653152193368,3.7311911102686,2.80898876404494,0.345399040558221,5.61797752808989,0.05,91.2359550561798,0.152068437180797,89,250,3.03901022598157,0.814493204602032,2.29133809115712,0.0337078651685393,20.3262073393086,0.135449429161414,0.987648395201179
46,1884,2433.33333333333,0.671505497309577,0.205440870544769,595.621212121212,4.95693733849772,1.37791316880513,5.54390203195181,1.92017663542788,13.0593713977429,1.11119566486282,22.0608474217933,0.998638688734101,0.599848498929001,0.140911856442591,3.07394387466468,3.69631636393287,1.83333333333333,0.229854689564069,3.66666666666667,0.0588235294117647,77.1969696969697,0.18974358974359,66,121,3.32415059687787,0.802483433056682,1.79456348282028,0.0303030303030303,9.03218101754086,0.202672410698756,0.897606406755017
47,1492,1173.80412371134,0.741647099050464,0.194899935974751,391.463917525773,4.5447026414175,1.32634863805147,4.96906857756569,1.77549982806854,13.0202733280591,1.09282687246582,22.2536142608314,0.888691358754179,0.493413020244808,0.112879240016368,3.14187189332889,3.83382741786414,2.31958762886598,0.29510556621881,4.63917525773196,0.0357142857142857,127.979381443299,0.232925257731959,97,225,3.62844085450101,0.781307868770902,1.85102791355141,0.0206185567010309,17.4293563974715,0.142437353133492,0.978914549065038
48,8202,6338.29464285714,0.505626764367973,0.229794481479455,1620.03571428571,6.19024232402307,1.16059587318969,7.30225217458147,1.85577914238316,14.3303152604748,1.27881768249829,22.6373826358921,0.565895972195909,0.8899995344944,0.214272864976021,3.21288724781353,3.63583088939895,3.95535714285714,0.330328396651642,7.91071428571429,0.0294117647058824,96.8392857142857,0.226029601029601,112,443,2.7203443877551,0.624479656529768,2.2101280525224,0.0178571428571429,44.7451774830132,0.222222222222222,0.305137711877099
49,2250,2062.1214953271,0.63174396404878,0.187711394535827,654.364485981308,5.4277185267414,1.23291528150775,6.08386638809105,1.68937293191324,13.4834457931343,0.995548411717058,22.3871112629889,0.643801752696663,0.668455707586104,0.161552579512752,3.12240371512321,3.73737647829859,5.03738317757009,0.308920878428076,10.0747663551402,0.0227272727272727,75.4299065420561,0.310615411743961,107,539,2.4005590007861,0.712107995846313,8.01797783873075,0.0841121495327103,17.3600169322921,0.215473647249141,0.943338626309343
50,3007,2987.63917525773,0.654486924841457,0.186903388283381,694.927835051546,5.33576574966649,1.20186237837504,5.95140239594092,1.68893241925056,13.5773353330224,1.09999320176357,22.4602924894739,0.675825862631064,0.632620628874848,0.143807204773388,3.19830515052396,3.72940665444129,3.5360824742268,0.341288229842447,7.07216494845361,0.032258064516129,92.298969072165,0.238831615120275,97,343,2.89276224891062,0.832257378830838,2.95173629471598,0.0515463917525773,16.1747158139369,0.142857142857143,0.996757102179984
51,6151,9080.51612903226,0.461686176118089,0.241949551255092,1812.85483870968,6.12401543123126,1.3167768371789,7.39874713325992,2.07206070832679,14.2685030332421,1.38273765506167,22.4419652006993,0.606924964626926,0.970464520764513,0.254015774912849,3.20254836369908,3.63747706005894,3.38709677419355,0.415584415584416,6.7741935483871,0.025,43.5645161290323,0.528291909042835,62,210,2.3891779396462,0.627500904652273,2.44397242822916,0.0483870967741935,13.4046695553229,0.168546371209522,0.976919145665037
52,203,437.788461538462,0.756972099229628,0.140279465501143,222.538461538462,4.33387294762539,1.40411316514659,4.66095449293101,1.68324899960628,12.7570246146286,1.28192054977456,21.5167511368671,3.29898940882323,0.468112730392244,0.106535750578753,2.82890364962512,3.59825227521007,1.26923076923077,0.133704735376045,2.53846153846154,0.0526315789473684,79,0.30316742081448,52,66,4.01923076923077,0.569818112921562,1.76774485386311,0.0384615384615385,5.3751766722264,0.233499173168775,0.899101083395148
53,2769,2772.58947368421,0.621372274730438,0.209890873536762,786.073684210526,5.49038199870496,1.25306259795961,6.20475449813863,1.79526136405223,13.6260584609489,1.04316070707686,22.3547159586007,0.735005811273609,0.690377360434998,0.169778894016507,3.14641321190317,3.72140094509084,2.23157894736842,0.193482688391039,4.46315789473684,0.0416666666666667,112.294736842105,0.197200447928331,95,212,3.35357340720222,0.753910779114634,2.02568899672265,0.0315789473684211,16.8521609106086,0.177168810240303,0.880260311404018
54,3118,3400.12745098039,0.634682481660206,0.182331620838091,841.745098039216,5.57405802867493,1.09410816022469,6.24563823360049,1.60724681948381,13.6805988749617,1.15353457263941,22.4844765642174,0.671120926116468,0.676226870272994,0.166128170523517,3.20769236103117,3.71806012528493,4.45098039215686,0.293508076805852,8.90196078431373,0.0285714285714286,80.421568627451,0.248495437779072,102,454,2.56708958093041,0.789313159516533,3.2984245406053,0.0490196078431373,20.5770526316568,0.125893269623452,0.998836450220969
55,2326,2534.95505617978,0.709418047336655,0.209671533871074,563.314606741573,4.74257415782608,1.32928667867195,5.26140060286908,1.88843382866011,13.0781702110651,1.20074872681916,22.0914781716491,0.921959238559004,0.547165972112162,0.134973426600555,3.10991366995075,3.82563158568671,1.87640449438202,0.220508166969147,3.75280898876404,0.05,109.067415730337,0.17326353421859,89,167,3.43971720742331,0.83470683142203,1.81672274943003,0.0224719101123595,14.3196160873329,0.186555095334856,0.877317589324422
56,4471,4225.4537037037,0.655630943221798,0.236187455301694,856.990740740741,5.08423461720847,1.46397233720048,5.76279077138358,2.12827802093832,13.4177296187832,1.31689184024008,22.2286227531204,0.916515405554555,0.643334051357442,0.156519718130908,3.21644992618974,3.73623621571228,5.48148148148148,0.397583537851614,10.962962962963,0.0232558139534884,78.5277777777778,0.290065766701281,108,592,2.44495884773663,0.813843534879098,7.31906435839879,0.0740740740740741,17.4052572056758,0.215862064782827,0.942532763151824
